log_date,asin_y4a,country,platform,y4a_nmv,y4a_unitsold,y4a_asp,direct_y4a_rank,direct_y4a_market_share,direct_asin_competitor,direct_comp_nmv,direct_comp_unitsold,direct_comp_asp,direct_comp_market_share,direct_asp_y4a_comp_pct,direct_cm_external,port_y4a_rank,port_y4a_market_share,port_asin_competitor,port_comp_nmv,port_comp_unitsold,port_comp_asp,port_comp_market_share,port_asp_y4a_comp_pct,port_cm_external,master_category,super_category,main_category,category,product_line,target_unitsold,year,month,day,weekday,dayofyear,is_weekend,is_big_sale,lag_y4a_asp_1d,lag_y4a_asp_3d,lag_y4a_asp_7d,lag_y4a_unitsold_1d,lag_y4a_unitsold_3d,lag_y4a_unitsold_7d,direct_price_gap,port_price_gap
2025-09-24,B0D72Q5Z4T,USA,Amazon,161.0,3.0,53.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,17.0,1.35,B0F7XR39R9,1673.0,6.0,278.83,14.02,19.25,61.31956287,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Standard Weight Plates,1.3862943611198906,2025,9,24,2,267,False,False,51.0,48.67,51.8,3.0,6.0,5.0,1052.67,-225.15999999999997
2025-09-23,B0D72Q5Z4T,USA,Amazon,153.0,3.0,51.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,15.0,1.45,B0F7XR39R9,1425.0,5.0,285.0,13.49,17.89,42.80163,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Standard Weight Plates,1.3862943611198906,2025,9,23,1,266,False,False,52.0,48.56,49.29,5.0,9.0,7.0,1050.0,-234.0
2025-09-22,B0D72Q5Z4T,USA,Amazon,260.0,5.0,52.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,9.0,2.69,B0F7XR39R9,1713.0,7.0,244.71,17.7,21.25,57.15265287,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Standard Weight Plates,1.791759469228055,2025,9,22,0,265,False,False,48.67,52.0,45.33,6.0,7.0,3.0,1051.0,-192.71
2025-09-21,B0D72Q5Z4T,USA,Amazon,292.0,6.0,48.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,13.0,2.25,B0F7XR39R9,2036.0,8.0,254.5,15.7,19.12,61.77163,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Standard Weight Plates,1.9459101490553132,2025,9,21,6,264,True,False,48.56,57.67,47.67,9.0,3.0,3.0,1047.67,-205.82999999999998
2025-09-27,B0D78GVQ7X,USA,Amazon,624.0,2.0,312.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,50.0,0.42,B00A21NRNO,29562.0,74.0,399.49,19.7,78.1,-0.14,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,1.0986122886681096,2025,9,27,5,270,True,False,330.5,421.0,331.0,2.0,1.0,1.0,1311.0,-87.49000000000001
2025-09-26,B0D78GVQ7X,USA,Amazon,661.0,2.0,330.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,49.0,0.42,B00A21NRNO,25947.0,65.0,399.18,16.32,82.79,126.2172492,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,1.0986122886681096,2025,9,26,4,269,False,False,545.0,410.0,522.0,1.0,1.0,1.0,1329.5,-68.68
2025-09-25,B0D78GVQ7X,USA,Amazon,545.0,1.0,545.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,57.0,0.39,B00A21NRNO,19671.0,49.0,401.45,13.9,135.76,5.181377419,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,25,3,268,False,False,421.0,462.0,372.0,1.0,1.0,1.0,1544.0,143.55
2025-09-24,B0D78GVQ7X,USA,Amazon,421.0,1.0,421.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,66.0,0.28,B00A21NRNO,20082.0,50.0,401.64,13.43,104.82,-2.718611627,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,24,2,267,False,False,410.0,366.5,222.0,1.0,2.0,1.0,1420.0,19.360000000000014
2025-09-23,B0D78GVQ7X,USA,Amazon,410.0,1.0,410.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,68.0,0.27,B00A21NRNO,19343.0,43.0,449.84,12.92,91.14,-12.68699474,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,23,1,266,False,False,462.0,331.0,298.0,1.0,1.0,1.0,1409.0,-39.839999999999975
2025-09-22,B0D78GVQ7X,USA,Amazon,462.0,1.0,462.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,66.0,0.3,B09FYTG37V,16874.0,130.0,129.8,10.81,355.93,-143.976513,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,22,0,265,False,False,366.5,522.0,302.0,2.0,1.0,1.0,1461.0,332.2
2025-09-21,B0D78GVQ7X,USA,Amazon,733.0,2.0,366.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,62.0,0.35,B09FYTG37V,23340.0,180.0,129.67,11.24,282.64,51.88111071,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,1.0986122886681096,2025,9,21,6,264,True,False,331.0,372.0,389.0,1.0,1.0,1.0,1365.5,236.83
2025-09-12,B0D78XPLS5,USA,Amazon,40.0,1.0,40.0,2.0,29.2,B08T9FRTP2,97.0,1.0,97.0,70.8,41.24,0.0,31.0,0.46,B09NLCS4PC,1429.0,29.0,49.28,16.51,81.17,0.0,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,9,12,4,255,False,False,50.0,34.0,82.5,1.0,1.0,2.0,-57.0,-9.280000000000001
2025-08-11,B0D78XPLS5,USA,Amazon,50.0,1.0,50.0,2.0,41.67,B08T9FRTP2,70.0,1.0,70.0,58.33,71.43,0.0,78.0,0.18,B0F7XNLHP8,2860.0,9.0,317.78,10.25,15.73,0.0,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,8,11,0,223,False,False,36.0,38.0,60.5,1.0,1.0,2.0,-20.0,-267.78
2025-08-09,B0D78XPLS5,USA,Amazon,36.0,1.0,36.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,88.0,0.13,B0F7XNLHP8,3145.0,10.0,314.5,11.18,11.45,0.0,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,8,9,5,221,True,False,34.0,36.0,58.0,1.0,1.0,1.0,1035.0,-278.5
2025-07-24,B0D78XPLS5,USA,Amazon,34.0,1.0,34.0,2.0,37.36,B08T9FRTP2,57.0,1.0,57.0,62.64,59.65,-0.74927,95.0,0.11,B09NLCS4PC,3622.0,60.0,60.37,11.55,56.32,-0.74927,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,7,24,3,205,False,False,38.0,56.0,75.0,1.0,1.0,1.0,-23.0,-26.369999999999997
2025-07-17,B0D78XPLS5,USA,Amazon,38.0,1.0,38.0,2.0,47.5,B08T9FRTP2,42.0,1.0,42.0,52.5,90.48,-0.54271,37.0,0.26,B09NLCS4PC,3295.0,55.0,59.91,22.18,63.43,-0.54271,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,7,17,3,198,False,False,36.0,82.5,68.0,1.0,2.0,1.0,-4.0,-21.909999999999997
2025-07-15,B0D78XPLS5,USA,Amazon,36.0,1.0,36.0,2.0,37.5,B08T9FRTP2,60.0,1.0,60.0,62.5,60.0,-0.56227,37.0,0.17,B09NLCS4PC,4740.0,82.0,57.8,21.92,62.28,-0.56227,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,7,15,1,196,False,False,56.0,60.5,39.0,1.0,2.0,1.0,-24.0,-21.799999999999997
2025-07-13,B0D78XPLS5,USA,Amazon,56.0,1.0,56.0,2.0,15.22,B08T9FRTP2,312.0,4.0,78.0,84.78,71.79,-0.5371,42.0,0.12,B09NLCS4PC,10899.0,188.0,57.97,22.63,96.6,-0.5371,Indoor Equipment,Strength Training,Full body exercises,Weight Plates,Grip Weight Plates,0.6931471805599453,2025,7,13,6,194,True,False,82.5,58.0,41.0,2.0,1.0,1.0,-22.0,-1.9699999999999989
2025-09-22,B0D7BLLDB2,USA,Amazon,279.0,3.0,93.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,9.05,B0B56N373D,1039.0,10.0,103.9,33.7,89.51,-9.491375412,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,1.3862943611198906,2025,9,22,0,265,False,False,80.0,84.0,75.0,4.0,1.0,3.0,1092.0,-10.900000000000006
2025-09-21,B0D7BLLDB2,USA,Amazon,320.0,4.0,80.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,9.17,B0B56N373D,1227.0,12.0,102.25,35.15,78.24,-14.21,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,1.6094379124341003,2025,9,21,6,264,True,False,63.0,121.0,81.33,1.0,1.0,3.0,1079.0,-22.25
2025-09-16,B0D7BLLDB2,USA,Amazon,63.0,1.0,63.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,9.0,1.7,B0B56N373D,1398.0,14.0,99.86,37.64,63.09,-15.64141754,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,16,1,259,False,False,84.0,96.5,92.33,1.0,2.0,3.0,1062.0,-36.86
2025-09-13,B0D7BLLDB2,USA,Amazon,84.0,1.0,84.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,2.62,B0B56N373D,1203.0,12.0,100.25,37.49,83.79,-13.63896588,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,13,5,256,True,False,121.0,107.0,76.75,1.0,2.0,4.0,1083.0,-16.25
2025-09-06,B0D7BLLDB2,USA,Amazon,121.0,1.0,121.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,2.86,B0B56N373D,2131.0,27.0,78.93,50.28,153.3,49.64493428,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,6,5,249,True,False,96.5,75.0,92.25,2.0,3.0,4.0,1120.0,42.06999999999999
2025-09-05,B0D7BLLDB2,USA,Amazon,193.0,2.0,96.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,7.0,4.32,B0B56N373D,1815.0,23.0,78.91,40.66,122.29,-14.07,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,1.0986122886681096,2025,9,5,4,248,False,False,107.0,81.33,79.0,2.0,3.0,2.0,1095.5,17.590000000000003
2025-09-04,B0D7BLLDB2,USA,Amazon,214.0,2.0,107.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,7.0,4.15,B0B56N373D,2039.0,26.0,78.42,39.55,136.44,106.6852831,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,1.0986122886681096,2025,9,4,3,247,False,False,75.0,92.33,91.0,3.0,3.0,3.0,1106.0,28.58
2025-09-27,B0D7C3PYD9,USA,Amazon,53.0,1.0,53.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,11.0,1.64,B0B56N373D,1236.0,12.0,103.0,38.17,51.46,0.0,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,27,5,270,True,False,52.0,43.0,75.0,1.0,1.0,1.0,1052.0,-50.0
2025-09-26,B0D7C3PYD9,USA,Amazon,52.0,1.0,52.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,11.0,1.76,B00AAXD6X0,941.0,6.0,156.83,31.84,33.16,-0.801907449,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,26,4,269,False,False,46.0,56.0,83.0,1.0,1.0,1.0,1051.0,-104.83000000000001
2025-09-25,B0D7C3PYD9,USA,Amazon,46.0,1.0,46.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,13.0,1.63,B0B56N373D,845.0,8.0,105.63,29.99,43.55,-1.948069362,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,25,3,268,False,False,43.0,48.0,76.0,1.0,1.0,2.0,1045.0,-59.629999999999995
2025-09-23,B0D7C3PYD9,USA,Amazon,43.0,1.0,43.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,11.0,1.34,B0B56N373D,1211.0,12.0,100.92,37.62,42.61,-0.851489772,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,23,1,266,False,False,56.0,55.0,81.0,1.0,1.0,2.0,1042.0,-57.92
2025-09-22,B0D7C3PYD9,USA,Amazon,56.0,1.0,56.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,11.0,1.82,B0B56N373D,1039.0,10.0,103.9,33.7,53.9,-1.492984077,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,22,0,265,False,False,48.0,75.0,61.33,1.0,1.0,3.0,1055.0,-47.900000000000006
2025-09-21,B0D7C3PYD9,USA,Amazon,48.0,1.0,48.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,14.0,1.37,B0B56N373D,1227.0,12.0,102.25,35.15,46.94,-0.211485411,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,21,6,264,True,False,55.0,83.0,83.0,1.0,1.0,1.0,1047.0,-54.25
2025-09-20,B0D7C3PYD9,USA,Amazon,55.0,1.0,55.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,12.0,1.34,B0B56N373D,1144.0,11.0,104.0,27.88,52.88,-0.89885288,Indoor Equipment,Balance & Flexibility,Balance Trainers,Balance Boards,Surfing Balance Boards,0.6931471805599453,2025,9,20,5,263,True,False,75.0,76.0,79.33,1.0,2.0,3.0,1054.0,-49.0
2025-09-26,B0D7L19N46,USA,Amazon,72.0,1.0,72.0,4.0,2.71,B01IRXYRYG,1412.0,7.0,201.71,53.24,35.69,12.063,4.0,7.05,B004OOZ1CA,345.0,1.0,345.0,33.76,20.87,12.063,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,26,4,269,False,False,62.0,73.0,64.0,1.0,1.0,1.0,-129.71,-273.0
2025-09-25,B0D7L19N46,USA,Amazon,62.0,1.0,62.0,4.0,2.59,B01IRXYRYG,1406.0,7.0,200.86,58.78,30.87,0.0,4.0,5.81,B004OOZ1CA,375.0,1.0,375.0,35.15,16.53,0.0,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,25,3,268,False,False,72.0,98.0,120.0,1.0,1.0,1.0,-138.86,-313.0
2025-09-24,B0D7L19N46,USA,Amazon,72.0,1.0,72.0,4.0,3.51,B01IRXYRYG,1410.0,7.0,201.43,68.65,35.74,20.45928,4.0,6.01,B004OOZ1CA,428.0,1.0,428.0,35.73,16.82,20.45928,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,24,2,267,False,False,73.0,83.0,75.0,1.0,1.0,1.0,-129.43,-356.0
2025-09-23,B0D7L19N46,USA,Amazon,73.0,1.0,73.0,4.0,3.44,B01IRXYRYG,1470.0,7.0,210.0,69.21,34.76,0.0,4.0,5.98,B004OOZ1CA,467.0,1.0,467.0,38.28,15.63,0.0,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,23,1,266,False,False,98.0,146.0,69.0,1.0,1.0,1.0,-137.0,-394.0
2025-09-22,B0D7L19N46,USA,Amazon,98.0,1.0,98.0,3.0,3.59,B01IRXYRYG,1624.0,8.0,203.0,59.53,48.28,51.05679,4.0,7.56,B004OOZ1CA,497.0,2.0,248.5,38.35,39.44,51.05679,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,22,0,265,False,False,83.0,64.0,83.0,1.0,1.0,1.0,-105.0,-150.5
2025-09-15,B0D7L19N46,USA,Amazon,83.0,1.0,83.0,2.0,6.77,B01IRXYRYG,992.0,5.0,198.4,80.91,41.83,11.993,4.0,6.44,B004OOZ1CA,388.0,1.0,388.0,30.12,21.39,11.993,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,15,0,258,False,False,146.0,120.0,75.0,1.0,1.0,1.0,-115.4,-305.0
2025-09-13,B0D7L19N46,USA,Amazon,146.0,1.0,146.0,3.0,4.0,B01IRXYRYG,2564.0,13.0,197.23,70.21,74.03,20.45928,4.0,8.55,B004OOZ1CA,964.0,3.0,321.33,56.44,45.44,20.45928,Competitive Sports,Dual Sports,Boxing & Martial Arts,Speed Punching Bags,Wall-mounted Speed Bag Platforms,0.6931471805599453,2025,9,13,5,256,True,False,64.0,75.0,113.0,1.0,1.0,1.0,-51.22999999999999,-175.32999999999998
2025-09-27,B0D7L2N4ZD,USA,Amazon,130.0,1.0,130.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,4.41,B091WZ29CP,671.0,5.0,134.2,22.74,96.87,-1.94,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,27,5,270,True,False,129.0,76.0,144.0,1.0,1.0,1.0,1129.0,-4.199999999999989
2025-09-26,B0D7L2N4ZD,USA,Amazon,129.0,1.0,129.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,4.35,B091WZ29CP,707.0,5.0,141.4,23.83,91.23,53.66238,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,26,4,269,False,False,120.0,112.0,166.0,1.0,1.0,1.0,1128.0,-12.400000000000006
2025-09-25,B0D7L2N4ZD,USA,Amazon,120.0,1.0,120.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,9.0,3.55,B091WZ29CP,904.0,6.0,150.67,26.72,79.64,0.0,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,25,3,268,False,False,76.0,203.0,118.0,1.0,1.0,2.0,1119.0,-30.669999999999987
2025-09-24,B0D7L2N4ZD,USA,Amazon,76.0,1.0,76.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,11.0,2.1,B091WZ29CP,890.0,6.0,148.33,24.63,51.24,-1.0,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,24,2,267,False,False,112.0,177.0,166.0,1.0,1.0,2.0,1075.0,-72.33000000000001
2025-09-23,B0D7L2N4ZD,USA,Amazon,112.0,1.0,112.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,9.0,3.11,B091WZ29CP,729.0,5.0,145.8,20.22,76.82,-1.02,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,23,1,266,False,False,203.0,144.0,122.4,1.0,1.0,5.0,1111.0,-33.80000000000001
2025-09-22,B0D7L2N4ZD,USA,Amazon,203.0,1.0,203.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,5.88,B0D7L5FH9R,489.0,4.0,122.25,14.17,166.05,65.52736455,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,22,0,265,False,False,177.0,166.0,124.0,1.0,1.0,4.0,1202.0,80.75
2025-09-21,B0D7L2N4ZD,USA,Amazon,177.0,1.0,177.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,9.0,4.86,B0BZDTY2MC,547.0,5.0,109.4,15.02,161.79,-0.97,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,21,6,264,True,False,144.0,118.0,126.0,1.0,2.0,3.0,1176.0,67.6
2025-09-27,B0D7L5FH9R,USA,Amazon,326.0,3.0,108.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,11.05,B091WZ29CP,671.0,5.0,134.2,22.74,80.98,-14.08,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.3862943611198906,2025,9,27,5,270,True,False,106.33,179.0,88.43,3.0,1.0,7.0,1107.67,-25.529999999999987
2025-09-26,B0D7L5FH9R,USA,Amazon,319.0,3.0,106.33,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,10.75,B091WZ29CP,707.0,5.0,141.4,23.83,75.2,21.57792,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.3862943611198906,2025,9,26,4,269,False,False,142.0,132.0,91.8,2.0,2.0,5.0,1105.33,-35.07000000000001
2025-09-25,B0D7L5FH9R,USA,Amazon,284.0,2.0,142.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,8.39,B091WZ29CP,904.0,6.0,150.67,26.72,94.25,-10.86,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.0986122886681096,2025,9,25,3,268,False,False,179.0,106.5,89.25,1.0,4.0,8.0,1141.0,-8.669999999999987
2025-09-24,B0D7L5FH9R,USA,Amazon,179.0,1.0,179.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,7.0,4.95,B091WZ29CP,890.0,6.0,148.33,24.63,120.68,15.26779302,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,0.6931471805599453,2025,9,24,2,267,False,False,132.0,113.67,89.0,2.0,3.0,4.0,1178.0,30.669999999999987
2025-09-23,B0D7L5FH9R,USA,Amazon,264.0,2.0,132.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,7.32,B091WZ29CP,729.0,5.0,145.8,20.22,90.53,-16.9,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.0986122886681096,2025,9,23,1,266,False,False,106.5,88.43,84.53,4.0,7.0,15.0,1131.0,-13.800000000000011
2025-09-21,B0D7L5FH9R,USA,Amazon,426.0,4.0,106.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,11.7,B0BZDTY2MC,547.0,5.0,109.4,15.02,97.35,65.3586,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.6094379124341003,2025,9,21,6,264,True,False,113.67,91.8,85.44,3.0,5.0,9.0,1105.5,-2.9000000000000057
2025-09-20,B0D7L5FH9R,USA,Amazon,341.0,3.0,113.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,4.0,9.76,B0BZDTY2MC,530.0,4.0,132.5,15.17,85.79,0.98792,Competitive Sports,Team Sports,Football,Tackle Dummies,Standing Tackle Dummies,1.3862943611198906,2025,9,20,5,263,True,False,88.43,89.25,82.3,7.0,8.0,10.0,1112.67,-18.83
2025-02-02,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,67.0,0.0,B071HT1DH1,13520.0,90.0,150.22,17.13,-999.0,-0.2,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2025,2,2,6,33,True,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-150.22
2025-01-25,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,63.0,0.0,B07SM8VJ6P,17287.0,91.0,189.97,20.53,-999.0,136.11533,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2025,1,25,5,25,True,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-189.97
2025-01-16,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,64.0,0.0,B07SM8VJ6P,10449.0,55.0,189.98,13.28,-999.0,-0.2,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2025,1,16,3,16,False,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-189.98
2025-01-02,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,60.0,0.0,B07SM8VJ6P,25353.0,167.0,151.81,22.2,-999.0,272.26066,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2025,1,2,3,2,False,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-151.81
2024-12-21,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,56.0,0.0,B071HT1DH1,31834.0,207.0,153.79,20.62,-999.0,136.21671,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2024,12,21,5,356,True,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-153.79
2024-12-20,B0D7YZ1B3L,USA,Amazon,0.0,1.0,0.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,56.0,0.0,B071HT1DH1,25013.0,162.0,154.4,19.55,-999.0,-0.07,Indoor Equipment,Strength Training,Upper body exercises,Pull-up Bars,Freestanding Pull-up Bars,0.6931471805599453,2024,12,20,4,355,False,False,0.0,0.0,0.0,1.0,1.0,1.0,999.0,-154.4
